MonthEndingDate,NHSBoardName,LocationCode,LocationName,DepartmentType,AttendanceCategory,NumberOfAttendancesAll,NumberWithin4HoursAll,NumberOver4HoursAll,PercentageWithin4HoursAll,NumberOfAttendancesEpisode,NumberWithin4HoursEpisode,NumberOver4HoursEpisode,PercentageWithin4HoursEpisode,NumberOver8HoursEpisode,PercentageOver8HoursEpisode,NumberOver12HoursEpisode,PercentageOver12HoursEpisode
2023-02-28,NHS Shetland,Z102H,Gilbert Bain Hospital - Type 1,Type 1,New planned,7,7,0,100,7,7,0,100,0,0,0,0
2023-02-28,NHS Shetland,Z102H,Gilbert Bain Hospital - Type 1,Type 1,Unplanned,624,566,58,90.7,624,566,58,90.7,5,0.8,1,0.2
2023-02-28,NHS Shetland,Z102H,Gilbert Bain Hospital - Type 1,Type 1,All,631,573,58,90.8,631,573,58,90.8,5,0.8,1,0.2
2023-02-28,NHS Tayside,T101H,Ninewells Hospital - Type 1,Type 1,New planned,179,177,2,98.9,179,177,2,98.9,0,0,0,0
2023-02-28,NHS Tayside,T101H,Ninewells Hospital - Type 1,Type 1,Unplanned,4301,3848,453,89.5,4301,3848,453,89.5,24,0.6,1,0
2023-02-28,NHS Tayside,T101H,Ninewells Hospital - Type 1,Type 1,All,4480,4025,455,89.8,4480,4025,455,89.8,24,0.5,1,0
2023-02-28,NHS Tayside,T202H,Perth Royal Infirmary - Type 1,Type 1,New planned,114,113,1,99.1,114,113,1,99.1,0,0,0,0
2023-02-28,NHS Tayside,T202H,Perth Royal Infirmary - Type 1,Type 1,Unplanned,1503,1369,134,91.1,1503,1369,134,91.1,3,0.2,0,0
2023-02-28,NHS Tayside,T202H,Perth Royal Infirmary - Type 1,Type 1,All,1617,1482,135,91.7,1617,1482,135,91.7,3,0.2,0,0
2023-02-28,NHS Tayside,T304H,Arbroath Infirmary,Type 3,Unplanned,538,537,1,99.8,538,537,1,99.8,0,0,0,0
2023-02-28,NHS Tayside,T304H,Arbroath Infirmary,Type 3,All,538,537,1,99.8,538,537,1,99.8,0,0,0,0
2023-02-28,NHS Tayside,T319H,Whitehills Health And Community Care Centre,Type 3,Unplanned,221,221,0,100,221,221,0,100,0,0,0,0
2023-02-28,NHS Tayside,T319H,Whitehills Health And Community Care Centre,Type 3,All,221,221,0,100,221,221,0,100,0,0,0,0
2023-02-28,NHS Western Isles,W106H,St Brendan's Hospital,Type 3,Unplanned,24,24,0,100,,,,,,,,
2023-02-28,NHS Western Isles,W106H,St Brendan's Hospital,Type 3,All,24,24,0,100,,,,,,,,
2023-02-28,NHS Western Isles,W107H,Western Isles Hospital - Type 1,Type 1,New planned,38,38,0,100,38,38,0,100,0,0,0,0
2023-02-28,NHS Western Isles,W107H,Western Isles Hospital - Type 1,Type 1,Unplanned,396,389,7,98.2,396,389,7,98.2,0,0,0,0
2023-02-28,NHS Western Isles,W107H,Western Isles Hospital - Type 1,Type 1,All,434,427,7,98.4,434,427,7,98.4,0,0,0,0
2023-02-28,NHS Western Isles,W108H,Uist & Barra Hospital,Type 3,New planned,34,34,0,100,34,34,0,100,0,0,0,0
2023-02-28,NHS Western Isles,W108H,Uist & Barra Hospital,Type 3,Unplanned,85,85,0,100,85,85,0,100,0,0,0,0
2023-02-28,NHS Western Isles,W108H,Uist & Barra Hospital,Type 3,All,119,119,0,100,119,119,0,100,0,0,0,0
2023-03-31,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,Type 3,Unplanned,179,174,5,97.2,,,,,,,,
2023-03-31,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,Type 3,All,179,174,5,97.2,,,,,,,,
2023-03-31,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,Type 3,Unplanned,52,49,3,94.2,,,,,,,,
2023-03-31,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,Type 3,All,52,49,3,94.2,,,,,,,,
2023-03-31,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - Type 1,Type 1,New planned,219,204,15,93.2,219,204,15,93.2,6,2.7,3,1.4
2023-03-31,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - Type 1,Type 1,Unplanned,4898,3281,1617,67,4898,3281,1617,67,766,15.6,529,10.8
2023-03-31,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - Type 1,Type 1,All,5117,3485,1632,68.1,5117,3485,1632,68.1,772,15.1,532,10.4
2023-03-31,NHS Ayrshire & Arran,A210H,University Hospital Ayr - Type 1,Type 1,New planned,108,86,22,79.6,108,86,22,79.6,5,4.6,3,2.8
2023-03-31,NHS Ayrshire & Arran,A210H,University Hospital Ayr - Type 1,Type 1,Unplanned,2504,1508,996,60.2,2504,1508,996,60.2,558,22.3,372,14.9
2023-03-31,NHS Ayrshire & Arran,A210H,University Hospital Ayr - Type 1,Type 1,All,2612,1594,1018,61,2612,1594,1018,61,563,21.6,375,14.4
2023-03-31,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,Type 3,Unplanned,49,49,0,100,,,,,,,,
2023-03-31,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,Type 3,All,49,49,0,100,,,,,,,,
2023-03-31,NHS Borders,B120H,Borders General Hospital - Type 1,Type 1,New planned,171,167,4,97.7,171,167,4,97.7,2,1.2,2,1.2
2023-03-31,NHS Borders,B120H,Borders General Hospital - Type 1,Type 1,Unplanned,2598,1528,1070,58.8,2598,1528,1070,58.8,493,19,341,13.1
2023-03-31,NHS Borders,B120H,Borders General Hospital - Type 1,Type 1,All,2769,1695,1074,61.2,2769,1695,1074,61.2,495,17.9,343,12.4
2023-03-31,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - Type 1,Type 1,New planned,65,52,13,80,65,52,13,80,2,3.1,0,0
2023-03-31,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - Type 1,Type 1,Unplanned,1065,911,154,85.5,1065,911,154,85.5,33,3.1,8,0.8
2023-03-31,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - Type 1,Type 1,All,1130,963,167,85.2,1130,963,167,85.2,35,3.1,8,0.7
2023-03-31,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - Type 1,Type 1,New planned,341,260,81,76.2,341,260,81,76.2,23,6.7,7,2.1
2023-03-31,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - Type 1,Type 1,Unplanned,2683,2071,612,77.2,2683,2071,612,77.2,164,6.1,52,1.9
2023-03-31,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - Type 1,Type 1,All,3024,2331,693,77.1,3024,2331,693,77.1,187,6.2,59,2
2023-03-31,NHS Fife,F704H,Victoria Hospital (NHS Fife) - Type 1,Type 1,New planned,53,38,15,71.7,53,38,15,71.7,3,5.7,1,1.9
2023-03-31,NHS Fife,F704H,Victoria Hospital (NHS Fife) - Type 1,Type 1,Unplanned,5465,3318,2147,60.7,5465,3318,2147,60.7,736,13.5,219,4
2023-03-31,NHS Fife,F704H,Victoria Hospital (NHS Fife) - Type 1,Type 1,All,5518,3356,2162,60.8,5518,3356,2162,60.8,739,13.4,220,4
2023-03-31,NHS Fife,F708H,Adamson Hospital,Type 3,New planned,2,2,0,100,2,2,0,100,0,0,0,0
2023-03-31,NHS Fife,F708H,Adamson Hospital,Type 3,Unplanned,179,179,0,100,179,179,0,100,0,0,0,0
2023-03-31,NHS Fife,F708H,Adamson Hospital,Type 3,All,181,181,0,100,181,181,0,100,0,0,0,0
2023-03-31,NHS Fife,F709H,St Andrews Community Hospital,Type 3,New planned,4,3,1,75,4,3,1,75,1,25,1,25
2023-03-31,NHS Fife,F709H,St Andrews Community Hospital,Type 3,Unplanned,304,304,0,100,304,304,0,100,0,0,0,0
2023-03-31,NHS Fife,F709H,St Andrews Community Hospital,Type 3,All,308,307,1,99.7,308,307,1,99.7,1,0.3,1,0.3
2023-03-31,NHS Fife,F805H,Queen Margaret Hospital,Type 3,New planned,23,23,0,100,23,23,0,100,0,0,0,0
2023-03-31,NHS Fife,F805H,Queen Margaret Hospital,Type 3,Unplanned,1151,1145,6,99.5,1151,1145,6,99.5,0,0,0,0
2023-03-31,NHS Fife,F805H,Queen Margaret Hospital,Type 3,All,1174,1168,6,99.5,1174,1168,6,99.5,0,0,0,0
2023-03-31,NHS Forth Valley,V201H,Stirling Health And Care Village,Type 3,Unplanned,1739,1735,4,99.8,1739,1735,4,99.8,0,0,0,0
2023-03-31,NHS Forth Valley,V201H,Stirling Health And Care Village,Type 3,All,1739,1735,4,99.8,1739,1735,4,99.8,0,0,0,0
2023-03-31,NHS Forth Valley,V217H,Forth Valley Royal Hospital - Type 1,Type 1,Unplanned,4924,2233,2691,45.3,4924,2233,2691,45.3,1209,24.6,498,10.1
2023-03-31,NHS Forth Valley,V217H,Forth Valley Royal Hospital - Type 1,Type 1,All,4924,2233,2691,45.3,4924,2233,2691,45.3,1209,24.6,498,10.1
2023-03-31,NHS Grampian,N101H,Aberdeen Royal Infirmary - Type 1,Type 1,New planned,23,17,6,73.9,23,17,6,73.9,1,4.3,1,4.3
2023-03-31,NHS Grampian,N101H,Aberdeen Royal Infirmary - Type 1,Type 1,Unplanned,4478,2007,2471,44.8,4478,2007,2471,44.8,768,17.2,176,3.9
2023-03-31,NHS Grampian,N101H,Aberdeen Royal Infirmary - Type 1,Type 1,All,4501,2024,2477,45,4501,2024,2477,45,769,17.1,177,3.9
2023-03-31,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - Type 1,Type 1,New planned,2,2,0,100,2,2,0,100,0,0,0,0
2023-03-31,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - Type 1,Type 1,Unplanned,1446,1194,252,82.6,1446,1194,252,82.6,17,1.2,1,0.1
2023-03-31,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - Type 1,Type 1,All,1448,1196,252,82.6,1448,1196,252,82.6,17,1.2,1,0.1
2023-03-31,NHS Grampian,N333H,Peterhead Community Hospital,Type 3,Unplanned,145,145,0,100,,,,,,,,
2023-03-31,NHS Grampian,N333H,Peterhead Community Hospital,Type 3,All,145,145,0,100,,,,,,,,
2023-03-31,NHS Grampian,N334H,Fraserburgh Hospital,Type 3,Unplanned,963,961,2,99.8,,,,,,,,
2023-03-31,NHS Grampian,N334H,Fraserburgh Hospital,Type 3,All,963,961,2,99.8,,,,,,,,
2023-03-31,NHS Grampian,N335H,Jubilee Hospital,Type 3,Unplanned,446,443,3,99.3,,,,,,,,
2023-03-31,NHS Grampian,N335H,Jubilee Hospital,Type 3,All,446,443,3,99.3,,,,,,,,
2023-03-31,NHS Grampian,N336H,Turriff Hospital,Type 3,Unplanned,16,16,0,100,,,,,,,,
2023-03-31,NHS Grampian,N336H,Turriff Hospital,Type 3,All,16,16,0,100,,,,,,,,
2023-03-31,NHS Grampian,N337H,Chalmers Hospital,Type 3,Unplanned,85,85,0,100,,,,,,,,
2023-03-31,NHS Grampian,N337H,Chalmers Hospital,Type 3,All,85,85,0,100,,,,,,,,
2023-03-31,NHS Grampian,N411H,Dr Gray's Hospital - Type 1,Type 1,New planned,81,53,28,65.4,81,53,28,65.4,6,7.4,2,2.5
2023-03-31,NHS Grampian,N411H,Dr Gray's Hospital - Type 1,Type 1,Unplanned,2187,1520,667,69.5,2187,1520,667,69.5,215,9.8,73,3.3
2023-03-31,NHS Grampian,N411H,Dr Gray's Hospital - Type 1,Type 1,All,2268,1573,695,69.4,2268,1573,695,69.4,221,9.7,75,3.3
2023-03-31,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,Type 3,Unplanned,1474,1358,116,92.1,1474,1358,116,92.1,13,0.9,5,0.3
2023-03-31,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,Type 3,All,1474,1358,116,92.1,1474,1358,116,92.1,13,0.9,5,0.3
2023-03-31,NHS Greater Glasgow & Clyde,C313H,Inverclyde Royal Hospital - Type 1,Type 1,Unplanned,2432,2028,404,83.4,2432,2028,404,83.4,32,1.3,2,0.1
2023-03-31,NHS Greater Glasgow & Clyde,C313H,Inverclyde Royal Hospital - Type 1,Type 1,All,2432,2028,404,83.4,2432,2028,404,83.4,32,1.3,2,0.1
2023-03-31,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital - Type 1,Type 1,Unplanned,4578,2848,1730,62.2,4578,2848,1730,62.2,567,12.4,146,3.2
2023-03-31,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital - Type 1,Type 1,All,4578,2848,1730,62.2,4578,2848,1730,62.2,567,12.4,146,3.2
2023-03-31,NHS Greater Glasgow & Clyde,G107H,Glasgow Royal Infirmary - Type 1,Type 1,Unplanned,6762,3343,3419,49.4,6762,3343,3419,49.4,1278,18.9,337,5
2023-03-31,NHS Greater Glasgow & Clyde,G107H,Glasgow Royal Infirmary - Type 1,Type 1,All,6762,3343,3419,49.4,6762,3343,3419,49.4,1278,18.9,337,5
2023-03-31,NHS Greater Glasgow & Clyde,G207H,New Stobhill Hospital,Type 3,Unplanned,1912,1890,22,98.8,1912,1890,22,98.8,0,0,0,0
2023-03-31,NHS Greater Glasgow & Clyde,G207H,New Stobhill Hospital,Type 3,All,1912,1890,22,98.8,1912,1890,22,98.8,0,0,0,0
2023-03-31,NHS Greater Glasgow & Clyde,G306H,New Victoria Hospital,Type 3,Unplanned,2449,2374,75,96.9,2449,2374,75,96.9,0,0,0,0
2023-03-31,NHS Greater Glasgow & Clyde,G306H,New Victoria Hospital,Type 3,All,2449,2374,75,96.9,2449,2374,75,96.9,0,0,0,0
2023-03-31,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital - Type 1,Type 1,Unplanned,7896,3949,3947,50,7896,3949,3947,50,1394,17.7,517,6.5
2023-03-31,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital - Type 1,Type 1,All,7896,3949,3947,50,7896,3949,3947,50,1394,17.7,517,6.5
2023-03-31,NHS Greater Glasgow & Clyde,G513H,Royal Hospital For Children Glasgow - Type 1,Type 1,Unplanned,6591,5999,592,91,6591,5999,592,91,4,0.1,0,0
2023-03-31,NHS Greater Glasgow & Clyde,G513H,Royal Hospital For Children Glasgow - Type 1,Type 1,All,6591,5999,592,91,6591,5999,592,91,4,0.1,0,0
2023-03-31,NHS Highland,C106H,Cowal Community Hospital,Type 3,Unplanned,598,591,7,98.8,,,,,,,,
2023-03-31,NHS Highland,C106H,Cowal Community Hospital,Type 3,All,598,591,7,98.8,,,,,,,,
2023-03-31,NHS Highland,C108H,Islay Hospital,Type 3,Unplanned,94,92,2,97.9,,,,,,,,
2023-03-31,NHS Highland,C108H,Islay Hospital,Type 3,All,94,92,2,97.9,,,,,,,,
2023-03-31,NHS Highland,C113H,Victoria Hospital (NHS Highland),Type 3,Unplanned,338,328,10,97,,,,,,,,
2023-03-31,NHS Highland,C113H,Victoria Hospital (NHS Highland),Type 3,All,338,328,10,97,,,,,,,,
2023-03-31,NHS Highland,C121H,Lorn & Islands Hospital - Type 1,Type 1,New planned,2,1,1,50,2,1,1,50,0,0,0,0
2023-03-31,NHS Highland,C121H,Lorn & Islands Hospital - Type 1,Type 1,Unplanned,720,651,69,90.4,720,651,69,90.4,5,0.7,1,0.1
2023-03-31,NHS Highland,C121H,Lorn & Islands Hospital - Type 1,Type 1,All,722,652,70,90.3,722,652,70,90.3,5,0.7,1,0.1
2023-03-31,NHS Highland,C122H,Campbeltown Hospital,Type 3,New planned,39,39,0,100,39,39,0,100,0,0,0,0
2023-03-31,NHS Highland,C122H,Campbeltown Hospital,Type 3,Unplanned,374,345,29,92.2,374,345,29,92.2,5,1.3,2,0.5
2023-03-31,NHS Highland,C122H,Campbeltown Hospital,Type 3,All,413,384,29,93,413,384,29,93,5,1.2,2,0.5
2023-03-31,NHS Highland,H101H,Dunbar Hospital,Type 3,Unplanned,17,17,0,100,,,,,,,,
2023-03-31,NHS Highland,H101H,Dunbar Hospital,Type 3,All,17,17,0,100,,,,,,,,
2023-03-31,NHS Highland,H103H,Caithness General Hospital - Type 1,Type 1,New planned,41,25,16,61,41,25,16,61,6,14.6,3,7.3
2023-03-31,NHS Highland,H103H,Caithness General Hospital - Type 1,Type 1,Unplanned,781,578,203,74,781,578,203,74,75,9.6,47,6
2023-03-31,NHS Highland,H103H,Caithness General Hospital - Type 1,Type 1,All,822,603,219,73.4,822,603,219,73.4,81,9.9,50,6.1
2023-03-31,NHS Highland,H106H,Lawson Memorial Hospital,Type 3,Unplanned,19,19,0,100,,,,,,,,
2023-03-31,NHS Highland,H106H,Lawson Memorial Hospital,Type 3,All,19,19,0,100,,,,,,,,
2023-03-31,NHS Highland,H202H,Raigmore Hospital - Type 1,Type 1,New planned,135,123,12,91.1,135,123,12,91.1,4,3,0,0
2023-03-31,NHS Highland,H202H,Raigmore Hospital - Type 1,Type 1,Unplanned,3070,2295,775,74.8,3070,2295,775,74.8,208,6.8,72,2.3
2023-03-31,NHS Highland,H202H,Raigmore Hospital - Type 1,Type 1,All,3205,2418,787,75.4,3205,2418,787,75.4,212,6.6,72,2.2
2023-03-31,NHS Highland,H208H,Nairn Town And County Hospital,Type 3,Unplanned,346,344,2,99.4,,,,,,,,
2023-03-31,NHS Highland,H208H,Nairn Town And County Hospital,Type 3,All,346,344,2,99.4,,,,,,,,
2023-03-31,NHS Highland,H212H,Belford Hospital - Type 1,Type 1,New planned,23,22,1,95.7,23,22,1,95.7,0,0,0,0
2023-03-31,NHS Highland,H212H,Belford Hospital - Type 1,Type 1,Unplanned,694,609,85,87.8,694,609,85,87.8,9,1.3,3,0.4
2023-03-31,NHS Highland,H212H,Belford Hospital - Type 1,Type 1,All,717,631,86,88,717,631,86,88,9,1.3,3,0.4
2023-03-31,NHS Highland,H215H,Portree Community Hospital,Type 3,Unplanned,6,6,0,100,,,,,,,,
2023-03-31,NHS Highland,H215H,Portree Community Hospital,Type 3,All,6,6,0,100,,,,,,,,
2023-03-31,NHS Highland,H219H,County Community Hospital,Type 3,Unplanned,37,37,0,100,,,,,,,,
2023-03-31,NHS Highland,H219H,County Community Hospital,Type 3,All,37,37,0,100,,,,,,,,
2023-03-31,NHS Highland,H224H,Mid Argyll Community Hospital And Integrated Care Centre,Type 3,Unplanned,330,325,5,98.5,,,,,,,,
2023-03-31,NHS Highland,H224H,Mid Argyll Community Hospital And Integrated Care Centre,Type 3,All,330,325,5,98.5,,,,,,,,
2023-03-31,NHS Highland,H227B,Aviemore Health Centre,Type 3,Unplanned,169,169,0,100,,,,,,,,
2023-03-31,NHS Highland,H227B,Aviemore Health Centre,Type 3,All,169,169,0,100,,,,,,,,
2023-03-31,NHS Highland,H227H,Mull And Iona Community Hospital,Type 3,Unplanned,84,83,1,98.8,,,,,,,,
2023-03-31,NHS Highland,H227H,Mull And Iona Community Hospital,Type 3,All,84,83,1,98.8,,,,,,,,
2023-03-31,NHS Highland,H229H,Broadford Hospital,Type 3,Unplanned,157,151,6,96.2,,,,,,,,
2023-03-31,NHS Highland,H229H,Broadford Hospital,Type 3,All,157,151,6,96.2,,,,,,,,
2023-03-31,NHS Lanarkshire,L106H,University Hospital Monklands - Type 1,Type 1,New planned,1,1,0,100,1,1,0,100,0,0,0,0
2023-03-31,NHS Lanarkshire,L106H,University Hospital Monklands - Type 1,Type 1,Unplanned,5677,3611,2066,63.6,5677,3611,2066,63.6,477,8.4,98,1.7
2023-03-31,NHS Lanarkshire,L106H,University Hospital Monklands - Type 1,Type 1,All,5678,3612,2066,63.6,5678,3612,2066,63.6,477,8.4,98,1.7
2023-03-31,NHS Lanarkshire,L302H,University Hospital Hairmyres - Type 1,Type 1,New planned,11,3,8,27.3,11,3,8,27.3,3,27.3,2,18.2
2023-03-31,NHS Lanarkshire,L302H,University Hospital Hairmyres - Type 1,Type 1,Unplanned,5364,2807,2557,52.3,5364,2807,2557,52.3,859,16,328,6.1
2023-03-31,NHS Lanarkshire,L302H,University Hospital Hairmyres - Type 1,Type 1,All,5375,2810,2565,52.3,5375,2810,2565,52.3,862,16,330,6.1
2023-03-31,NHS Lanarkshire,L308H,University Hospital Wishaw - Type 1,Type 1,New planned,6,3,3,50,6,3,3,50,1,16.7,0,0
2023-03-31,NHS Lanarkshire,L308H,University Hospital Wishaw - Type 1,Type 1,Unplanned,6100,3389,2711,55.6,6100,3389,2711,55.6,1181,19.4,515,8.4
2023-03-31,NHS Lanarkshire,L308H,University Hospital Wishaw - Type 1,Type 1,All,6106,3392,2714,55.6,6106,3392,2714,55.6,1182,19.4,515,8.4
2023-03-31,NHS Lothian,S116H,Western General Hospital,Type 3,Unplanned,3363,1736,1627,51.6,3363,1736,1627,51.6,709,21.1,401,11.9
2023-03-31,NHS Lothian,S116H,Western General Hospital,Type 3,All,3363,1736,1627,51.6,3363,1736,1627,51.6,709,21.1,401,11.9
2023-03-31,NHS Lothian,S308H,St John's Hospital - Type 1,Type 1,Unplanned,4712,3109,1603,66,4712,3109,1603,66,647,13.7,346,7.3
2023-03-31,NHS Lothian,S308H,St John's Hospital - Type 1,Type 1,All,4712,3109,1603,66,4712,3109,1603,66,647,13.7,346,7.3
2023-03-31,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - Type 1,Type 1,Unplanned,9614,4718,4896,49.1,9614,4718,4896,49.1,2112,22,1171,12.2
2023-03-31,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - Type 1,Type 1,All,9614,4718,4896,49.1,9614,4718,4896,49.1,2112,22,1171,12.2
2023-03-31,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - Type 1,Type 1,Unplanned,4928,4356,572,88.4,4928,4356,572,88.4,28,0.6,1,0
2023-03-31,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - Type 1,Type 1,All,4928,4356,572,88.4,4928,4356,572,88.4,28,0.6,1,0
2023-03-31,NHS Orkney,R103H,Balfour Hospital - Type 1,Type 1,New planned,44,32,12,72.7,44,32,12,72.7,1,2.3,0,0
2023-03-31,NHS Orkney,R103H,Balfour Hospital - Type 1,Type 1,Unplanned,590,507,83,85.9,590,507,83,85.9,7,1.2,2,0.3
2023-03-31,NHS Orkney,R103H,Balfour Hospital - Type 1,Type 1,All,634,539,95,85,634,539,95,85,8,1.3,2,0.3
2023-03-31,NHS Shetland,Z102H,Gilbert Bain Hospital - Type 1,Type 1,New planned,17,17,0,100,17,17,0,100,0,0,0,0
2023-03-31,NHS Shetland,Z102H,Gilbert Bain Hospital - Type 1,Type 1,Unplanned,623,540,83,86.7,623,540,83,86.7,2,0.3,0,0
2023-03-31,NHS Shetland,Z102H,Gilbert Bain Hospital - Type 1,Type 1,All,640,557,83,87,640,557,83,87,2,0.3,0,0
2023-03-31,NHS Tayside,T101H,Ninewells Hospital - Type 1,Type 1,New planned,199,192,7,96.5,199,192,7,96.5,0,0,0,0
2023-03-31,NHS Tayside,T101H,Ninewells Hospital - Type 1,Type 1,Unplanned,4890,4261,629,87.1,4890,4261,629,87.1,19,0.4,0,0
2023-03-31,NHS Tayside,T101H,Ninewells Hospital - Type 1,Type 1,All,5089,4453,636,87.5,5089,4453,636,87.5,19,0.4,0,0
2023-03-31,NHS Tayside,T202H,Perth Royal Infirmary - Type 1,Type 1,New planned,115,111,4,96.5,115,111,4,96.5,1,0.9,0,0
2023-03-31,NHS Tayside,T202H,Perth Royal Infirmary - Type 1,Type 1,Unplanned,1840,1667,173,90.6,1840,1667,173,90.6,7,0.4,2,0.1
2023-03-31,NHS Tayside,T202H,Perth Royal Infirmary - Type 1,Type 1,All,1955,1778,177,90.9,1955,1778,177,90.9,8,0.4,2,0.1
2023-03-31,NHS Tayside,T304H,Arbroath Infirmary,Type 3,Unplanned,660,660,0,100,660,660,0,100,0,0,0,0
2023-03-31,NHS Tayside,T304H,Arbroath Infirmary,Type 3,All,660,660,0,100,660,660,0,100,0,0,0,0
2023-03-31,NHS Tayside,T319H,Whitehills Health And Community Care Centre,Type 3,Unplanned,225,225,0,100,225,225,0,100,0,0,0,0
2023-03-31,NHS Tayside,T319H,Whitehills Health And Community Care Centre,Type 3,All,225,225,0,100,225,225,0,100,0,0,0,0
2023-03-31,NHS Western Isles,W106H,St Brendan's Hospital,Type 3,Unplanned,29,29,0,100,,,,,,,,
2023-03-31,NHS Western Isles,W106H,St Brendan's Hospital,Type 3,All,29,29,0,100,,,,,,,,
2023-03-31,NHS Western Isles,W107H,Western Isles Hospital - Type 1,Type 1,New planned,34,34,0,100,34,34,0,100,0,0,0,0
2023-03-31,NHS Western Isles,W107H,Western Isles Hospital - Type 1,Type 1,Unplanned,439,432,7,98.4,439,432,7,98.4,0,0,0,0
2023-03-31,NHS Western Isles,W107H,Western Isles Hospital - Type 1,Type 1,All,473,466,7,98.5,473,466,7,98.5,0,0,0,0
2023-03-31,NHS Western Isles,W108H,Uist & Barra Hospital,Type 3,New planned,41,41,0,100,41,41,0,100,0,0,0,0
2023-03-31,NHS Western Isles,W108H,Uist & Barra Hospital,Type 3,Unplanned,95,95,0,100,95,95,0,100,0,0,0,0
2023-03-31,NHS Western Isles,W108H,Uist & Barra Hospital,Type 3,All,136,136,0,100,136,136,0,100,0,0,0,0
2023-04-30,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,Type 3,Unplanned,288,277,11,96.2,,,,,,,,
2023-04-30,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,Type 3,All,288,277,11,96.2,,,,,,,,
2023-04-30,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,Type 3,Unplanned,109,108,1,99.1,,,,,,,,
2023-04-30,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,Type 3,All,109,108,1,99.1,,,,,,,,
2023-04-30,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - Type 1,Type 1,New planned,141,133,8,94.3,141,133,8,94.3,4,2.8,1,0.7
2023-04-30,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - Type 1,Type 1,Unplanned,4912,3345,1567,68.1,4912,3345,1567,68.1,642,13.1,336,6.8
2023-04-30,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - Type 1,Type 1,All,5053,3478,1575,68.8,5053,3478,1575,68.8,646,12.8,337,6.7
2023-04-30,NHS Ayrshire & Arran,A210H,University Hospital Ayr - Type 1,Type 1,New planned,111,77,34,69.4,111,77,34,69.4,15,13.5,12,10.8
2023-04-30,NHS Ayrshire & Arran,A210H,University Hospital Ayr - Type 1,Type 1,Unplanned,2461,1677,784,68.1,2461,1677,784,68.1,375,15.2,231,9.4
2023-04-30,NHS Ayrshire & Arran,A210H,University Hospital Ayr - Type 1,Type 1,All,2572,1754,818,68.2,2572,1754,818,68.2,390,15.2,243,9.4
2023-04-30,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,Type 3,Unplanned,83,83,0,100,,,,,,,,
2023-04-30,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,Type 3,All,83,83,0,100,,,,,,,,
2023-04-30,NHS Borders,B120H,Borders General Hospital - Type 1,Type 1,New planned,177,174,3,98.3,177,174,3,98.3,1,0.6,1,0.6
2023-04-30,NHS Borders,B120H,Borders General Hospital - Type 1,Type 1,Unplanned,2539,1650,889,65,2539,1650,889,65,238,9.4,120,4.7
2023-04-30,NHS Borders,B120H,Borders General Hospital - Type 1,Type 1,All,2716,1824,892,67.2,2716,1824,892,67.2,239,8.8,121,4.5
2023-04-30,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - Type 1,Type 1,New planned,72,58,14,80.6,72,58,14,80.6,1,1.4,0,0
2023-04-30,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - Type 1,Type 1,Unplanned,1133,962,171,84.9,1133,962,171,84.9,40,3.5,7,0.6
